Vgas,Ang,ID,Vgas2,Vwater
290,1.7451,0.0158627,1,0.0158627
270,1.62975,0.0179503,1,0.0179503
30,2.30889,1.09028,5,1.09028
290,1.01901,4.05339,3,4.05339
1,0.1,2.5,5,2.5
80,1.98096,1.59163,5,1.59163
2,0.16,16,4,16
10,0.0025,0.4,5,0.4
359,0.016,1.6,3,1.6
280,1.66006,0.236007,5,0.236007
310,0.104468,0.143301,5,0.143301
290,0.407252,0.0977215,3,0.0977215
270,0.00947176,1.04603,4,1.04603
355,0.0016,0.1,2,0.1
50,0.0061665,2.41781,5,2.41781
290,0.630142,0.391455,3,0.391455
310,0.0159533,9.30572,5,9.30572
330,0.00967649,0.0903636,3,0.0903636
20,0.00244893,0.149682,5,0.149682
80,0.00593523,15.5537,4,15.5537
359,0.4,0.1,3,0.1
359,1.8,0.016,1,0.016
10,0.0063,25,4,25
50,1.5534,0.0980517,5,0.0980517
15,0.00250011,21.8743,3,21.8743
355,2.5,1.6,5,1.6
290,0.987154,26.2555,4,26.2555
0.25,2.5,2.5,5,2.5
330,2.48534,1.02562,5,1.02562
80,0.145902,9.92579,5,9.92579
0.5,0.0025,6.3,3,6.3
280,0.413655,0.0152657,3,0.0152657
5,0.063,16,4,16
2,0.1,25,4,25
30,1.02735,0.0831731,5,0.0831731
0.5,0.1,25,4,25
85,0.163908,10.2436,5,10.2436
80,0.0093898,1.59208,5,1.59208
70,0.00393524,9.51433,5,9.51433
359,1,0.063,5,0.063
20,0.162554,0.244378,5,0.244378
10,0.1,25,4,25
5,0.016,16,3,16
1,2.5,0.025,5,0.025
85,0.0391551,0.160428,5,0.160428
90,1.40786,10.1092,5,10.1092
2,1,0.4,5,0.4
355,1,1,3,1
0,0.04,0.1,2,0.1
85,0.0630275,3.95457,5,3.95457
270,0.623179,2.5346,4,2.5346
20,0.0950264,0.608472,5,0.608472
290,1.67259,1.00021,5,1.00021
1,4,1,1,1
280,1.67165,0.622222,5,0.622222
15,1.59986,9.48195,5,9.48195
20,2.44653,3.91428,5,3.91428
70,0.00245583,2.46222,5,2.46222
30,0.0448407,9.17199,4,9.17199
50,0.0023037,0.149767,5,0.149767
359,2.5,0.16,1,0.16
80,0.00361904,4.03209,5,4.03209
85,0.00223938,0.415271,5,0.415271
0,0.025,0.63,2,0.63
5,0.0025,1,5,1
70,0.00632093,0.15369,5,0.15369
280,1.0038,2.60661,4,2.60661
359,0.04,16,3,16
350,0.004,0.016,3,0.016
280,0.0595863,25.2335,4,25.2335
90,0.00248744,15.3666,4,15.3666
270,1.62975,1.6161,5,1.6161
0,0.1,6.3,3,6.3
90,0.0592023,3.60591,5,3.60591
90,0.0358865,6.42042,5,6.42042
85,1.79435,0.970364,5,0.970364
1,0.16,16,4,16
0.5,4,0.025,1,0.025
2,0.04,16,4,16
30,0.00215949,0.126382,5,0.126382
0.5,4,0.025,1,0.025
355,0.016,6.3,3,6.3
359,1.6,0.25,5,0.25
0,1,4,5,4
359,0.63,0.025,3,0.025
10,0.1,1,5,1
15,0.117877,15.6574,4,15.6574
1,0.01,10,3,10
15,0.00555774,6.01005,5,6.01005
85,0.763882,10.0311,5,10.0311
350,0.01,16,3,16
20,0.0380472,15.6106,4,15.6106
70,0.033306,6.32938,5,6.32938
2,0.0025,6.3,5,6.3
280,0.00153022,0.956293,3,0.956293
0.5,0.0025,2.5,5,2.5
330,0.102562,0.0148426,3,0.0148426
0.5,1.6,0.025,5,0.025
80,2.48045,0.657093,1,0.657093
30,0.0729212,5.87713,5,5.87713
359,0.01,2.5,2,2.5
2,0.01,16,3,16
290,0.989098,15.7284,4,15.7284
85,1.09473,2.31557,5,2.31557
350,0.004,1,3,1
355,0.063,25,4,25
355,0.16,0.016,3,0.016
0,1,6.3,5,6.3
50,2.30694,10.213,5,10.213
90,0.56998,24.5777,5,24.5777
0.25,0.0025,1,5,1
15,4.19227,1.44018,1,1.44018
270,4.32876,6.82144,1,6.82144
270,1.68108,0.382879,5,0.382879
280,0.0147438,24.3144,4,24.3144
310,0.0386616,0.0378552,5,0.0378552
85,0.386847,25.3693,4,25.3693
290,0.0067336,26.0387,3,26.0387
0.5,0.025,16,3,16
85,2.76035,0.252752,1,0.252752
30,2.34387,0.0805842,1,0.0805842
1,0.025,25,4,25
2,4,2.5,1,2.5
10,0.25,0.25,5,0.25
290,2.68054,0.258146,1,0.258146
355,0.1,1,3,1
10,1.6,0.4,5,0.4
90,2.60698,0.401301,1,0.401301
0.5,0.1,0.025,5,0.025
355,0.004,10,3,10
330,0.154036,15.4687,3,15.4687
5,4,4,5,4
0.25,2.5,4,5,4
270,0.904126,0.0682144,5,0.0682144
20,1.546,0.0599981,5,0.0599981
355,0.25,25,4,25
355,0.0016,2.5,3,2.5
50,0.0990767,9.79415,5,9.79415
0.25,0.63,10,5,10
330,4.08513,0.373006,1,0.373006
90,0.00917843,14.6704,4,14.6704
355,0.016,1.6,3,1.6
330,2.60918,0.0590445,1,0.0590445
270,0.39749,0.017683,4,0.017683
90,0.873297,15.8853,5,15.8853
355,0.0016,1,2,1
0.25,1,6.3,5,6.3
310,0.00232387,0.0148551,5,0.0148551
85,0.00974781,3.7977,5,3.7977
85,0.108504,0.420709,5,0.420709
20,0.644563,9.82724,5,9.82724
280,0.259036,1.00098,3,1.00098
355,1,0.016,3,0.016
0,0.63,25,4,25
70,0.0041122,2.53143,5,2.53143
50,0.239482,15.6832,5,15.6832
90,0.0223545,10.0916,5,10.0916
70,0.58887,0.248831,5,0.248831
15,0.686649,0.243298,5,0.243298
270,0.104762,26.3145,4,26.3145
355,0.04,16,3,16
290,0.631206,0.245376,3,0.245376
10,0.01,16,3,16
30,0.00219251,8.72316,4,8.72316
5,1,0.1,5,0.1
310,0.0168343,3.65174,5,3.65174
0,0.04,6.3,3,6.3
0.25,0.4,2.5,5,2.5
50,0.0609756,0.02523,5,0.02523
5,1,16,5,16
20,0.387541,0.242292,5,0.242292
10,1.6,0.63,5,0.63
1,2.5,1.6,5,1.6
355,2.5,0.04,1,0.04
0.5,0.63,16,5,16
10,0.0025,0.1,5,0.1
270,2.47708,1.69049,5,1.69049
70,0.00957503,24.6802,4,24.6802
359,4,4,1,4
280,2.61947,15.4622,5,15.4622
0,0.299656,6.3,5,6.3
2,2.5,6.3,5,6.3
2,1.6,0.4,5,0.4
0.25,0.1,0.025,5,0.025
0.25,0.01,4,3,4
30,0.0122482,5.8763,5,5.8763
0.5,0.016,10,3,10
270,1.03953,17.0322,5,17.0322
70,0.00611558,6.58734,5,6.58734
0.25,1,1.6,5,1.6
355,1.6,10,5,10
359,0.4,0.016,3,0.016
359,1,2.5,5,2.5
270,0.623179,4.41521,4,4.41521
85,0.0399668,10.1539,5,10.1539
290,4.01343,4.01653,1,4.01653
30,0.177953,5.79185,5,5.79185
90,0.378126,15.6351,5,15.6351
1,0.1,25,4,25
50,0.100535,0.388032,5,0.388032
350,0.04,16,3,16
270,0.642807,0.029448,5,0.029448
0.5,0.0063,6.3,3,6.3
0.5,4,6.3,5,6.3
10,0.63,0.4,5,0.4
359,0.025,16,3,16
70,0.0101102,0.399907,5,0.399907
359,0.1,6.3,3,6.3
330,3.79404,6.38791,5,6.38791
0.5,1,10,5,10
80,0.0145902,6.13711,5,6.13711
80,2.30824,25.8182,5,25.8182
359,1,4,5,4
10,0.01,40,4,40
10,0.1,2.5,5,2.5
350,1,6.3,5,6.3
0.25,0.4,6.3,5,6.3
280,2.6191,0.603193,1,0.603193
20,1.44576,0.0243315,5,0.0243315
1,0.01,0.025,5,0.025
290,0.103634,0.0159522,3,0.0159522
0.5,0.25,16,4,16
280,0.148071,0.0949463,3,0.0949463
350,1.6,0.04,3,0.04
15,0.00582514,23.9628,4,23.9628
0,0.25,25,4,25
50,2.55045,0.0380098,1,0.0380098
5,0.25,25,4,25
330,0.253116,10.4101,3,10.4101
359,0.1,4,3,4
1,0.01,0.63,5,0.63
270,2.5551,4.28471,5,4.28471
0,0.01,10,3,10
280,2.45773,1.63425,5,1.63425
310,0.0400301,13.8237,4,13.8237
330,0.00155778,23.8474,3,23.8474
70,0.00977078,9.60974,5,9.60974
15,1.07303,0.912843,5,0.912843
0.25,0.04,2.5,5,2.5
2,0.006,6.3,5,6.3
355,1,4,3,4
50,0.973651,9.72967,5,9.72967
70,1.44008,0.972045,5,0.972045
359,0.016,1,3,1
70,3.59017,0.147329,1,0.147329
355,0.016,2.5,3,2.5
90,0.0373059,0.159169,5,0.159169
70,0.09403,0.383963,5,0.383963
0,0.16,0.4,2,0.4
350,0.004,0.1,3,0.1
359,0.004,4,2,4
359,0.063,16,4,16
310,0.0246187,13.8237,4,13.8237
20,0.923926,0.240223,5,0.240223
30,0.108936,0.0827999,5,0.0827999
1,2.5,2.5,5,2.5
355,1.6,0.25,3,0.25
355,0.01,6.3,3,6.3
1,0.04,25,4,25
20,2.53259,0.615438,5,0.615438
0,0.63,6.3,5,6.3
85,0.102037,2.4329,5,2.4329
359,0.16,25,4,25
90,0.0911416,1.55359,5,1.55359
15,0.00232995,0.097746,5,0.097746
5,0.01,2.5,5,2.5
50,0.0971737,6.04296,5,6.04296
1,4,25,5,25
0,0.016,2.5,3,2.5
280,0.400188,3.94299,3,3.94299
290,0.165668,25.2637,4,25.2637
350,4,0.63,1,0.63
80,1.49893,4.20336,5,4.20336
80,0.0385423,9.96353,5,9.96353
359,1.6,0.16,5,0.16
85,0.170756,3.74027,5,3.74027
30,0.072911,0.203714,5,0.203714
290,2.57928,0.0249637,1,0.0249637
70,0.0966697,24.7071,4,24.7071
0.25,0.063,0.025,5,0.025
355,0.63,16,5,16
330,0.0986322,39.4909,4,39.4909
310,0.10499,0.0237137,5,0.0237137
85,0.0107877,0.159913,5,0.159913
0.25,1,10,5,10
50,3.88141,0.0955218,1,0.0955218
355,1.6,6.3,5,6.3
350,2.5,1,3,1
50,0.0101188,0.094414,5,0.094414
30,0.0089895,0.0752322,5,0.0752322
0.25,4,0.025,1,0.025
50,1.60353,0.0605316,5,0.0605316
50,3.809,0.382348,1,0.382348
15,0.719686,9.48195,5,9.48195
30,0.0741615,1.69697,5,1.69697
330,0.00390878,39.1373,4,39.1373
90,0.00937661,24.5518,4,24.5518
280,1.00415,0.0961143,5,0.0961143
355,1.6,0.1,3,0.1
330,0.0101358,0.016085,3,0.016085
355,4,0.4,1,0.4
2,0.0063,10,3,10
20,0.406223,15.0125,5,15.0125
2,4,0.63,1,0.63
30,0.643205,4.35122,5,4.35122
330,0.00953073,9.88264,3,9.88264
310,0.0103003,23.7137,4,23.7137
359,1.6,0.025,5,0.025
330,0.426345,10.1003,3,10.1003
90,0.00894413,0.380746,5,0.380746
359,1,0.25,5,0.25
10,0.25,0.4,5,0.4
355,0.01,0.1,2,0.1
280,2.61175,10.3256,5,10.3256
0.25,0.25,0.025,5,0.025
1,4,0.63,1,0.63
0.25,2.5,6.3,5,6.3
290,1.87109,0.0380285,1,0.0380285
359,0.16,0.016,3,0.016
30,0.633071,2.64574,5,2.64574
330,1.51247,2.54472,3,2.54472
80,0.93898,2.53829,5,2.53829
50,1.6377,3.88577,5,3.88577
90,0.57014,6.32993,5,6.32993
10,0.0025,0.025,5,0.025
10,0.1,1.6,5,1.6
0.25,0.04,16,3,16
330,0.0015932,9.77353,3,9.77353
90,0.00231865,3.59882,5,3.59882
1,1,1.6,5,1.6
355,0.1,25,4,25
30,0.00815641,23.0403,4,23.0403
350,0.25,25,4,25
280,1.77566,3.77807,5,3.77807
80,0.0572549,4.18744,5,4.18744
2,0.01,1.6,5,1.6
0.25,0.1,10,3,10
350,1.6,1,3,1
10,1,0.25,5,0.25
270,0.391374,0.418938,4,0.418938
50,0.251981,0.0387487,5,0.0387487
5,1,10,5,10
90,0.931619,0.61071,5,0.61071
0.25,0.004,2.5,3,2.5
70,2.57241,0.401823,1,0.401823
290,2.3614,0.647013,5,0.647013
10,0.1,16,4,16
30,1.03329,0.0552161,5,0.0552161
359,0.0016,0.016,2,0.016
0,0.0025,1,2,1
20,0.00242326,0.599728,5,0.599728
0,0.16,25,4,25
80,0.00947464,0.156942,5,0.156942
280,0.972694,24.3966,4,24.3966
290,1.00028,0.925681,4,0.925681
20,0.245721,0.155013,5,0.155013
280,0.146859,1.00649,3,1.00649
359,0.4,1.6,3,1.6
50,2.36472,1.59858,5,1.59858
70,0.00256266,0.38449,5,0.38449
90,2.26518,2.44756,5,2.44756
359,1.6,0.1,5,0.1
0.25,1,2.5,5,2.5
1,4,0.025,1,0.025
15,0.0517947,15.1886,4,15.1886
85,0.00236563,25.2326,4,25.2326
290,0.101844,10.2102,3,10.2102
359,2.5,0.1,1,0.1
270,0.594854,1.01511,4,1.01511
355,0.016,16,3,16
80,0.00226709,6.27932,5,6.27932
80,0.00947464,2.57602,5,2.57602
310,0.0636819,3.65174,5,3.65174
1,0.1,0.025,5,0.025
0,0.0025,10,3,10
0.5,0.063,16,4,16
5,2.5,0.025,1,0.025
310,0.0978796,22.8757,4,22.8757
70,3.80418,0.366189,1,0.366189
90,0.0905289,0.393745,5,0.393745
350,0.01,25,4,25
1,0.025,16,3,16
5,0.025,4,5,4
0,0.1,0.63,2,0.63
30,0.0725634,0.0538595,5,0.0538595
359,0.016,0.1,3,0.1
80,0.00371803,9.95793,5,9.95793
310,1.0731,0.0930572,5,0.0930572
15,1.63789,0.899074,5,0.899074
280,0.245738,15.473,4,15.473
310,0.00246464,9.30572,5,9.30572
310,2.63053,0.0604296,5,0.0604296
0.25,0.01,0.63,5,0.63
270,0.0102353,0.0179503,4,0.0179503
359,0.16,6.3,3,6.3
5,0.1,0.63,5,0.63
330,0.634942,25.7494,4,25.7494
80,0.00222667,0.618647,5,0.618647
50,0.00400329,2.45031,5,2.45031
359,4,0.4,1,0.4
355,0.16,16,4,16
90,0.00574806,15.133,4,15.133
359,0.25,10,4,10
85,0.457462,10.3094,5,10.3094
270,1.08902,0.251566,5,0.251566
10,0.16,0.4,5,0.4
350,0.4,16,4,16
0,0.01,1,2,1
85,0.733091,3.71228,5,3.71228
310,4.28296,0.0378552,1,0.0378552
50,0.0060685,9.54815,5,9.54815
15,0.0754312,0.587458,5,0.587458
70,0.158093,24.6335,4,24.6335
330,2.55045,16.0782,5,16.0782
310,1.1135,15.3993,5,15.3993
0.5,0.1,0.4,5,0.4
80,3.92419,0.428146,1,0.428146
2,0.1,0.63,5,0.63
90,0.0129547,15.1372,4,15.1372
0,0.063,4,3,4
330,0.967649,6.50021,3,6.50021
0.25,0.4,0.025,5,0.025
280,0.973788,1.00197,4,1.00197
50,1.56744,15.5537,5,15.5537
85,0.0636037,15.3735,4,15.3735
350,2.5,0.063,1,0.063
15,0.020717,23.6014,4,23.6014
0,2.5,10,5,10
90,0.261432,0.157069,5,0.157069
1,1.6,1.6,5,1.6
0,0.025,25,4,25
310,0.0101815,0.153993,5,0.153993
310,0.0104607,0.0930572,5,0.0930572
2,0.063,6.3,5,6.3
0,0.04,10,3,10
280,0.631427,10.2145,4,10.2145
355,0.63,4,3,4
310,0.167494,22.8757,4,22.8757
1,4,10,5,10
5,0.0025,1.6,5,1.6
15,0.0772245,9.7746,5,9.7746
90,0.223797,24.958,4,24.958
20,0.251238,9.74335,5,9.74335
310,0.00243332,0.0930572,5,0.0930572
355,1,1.6,3,1.6
350,1,0.1,3,0.1
80,0.582942,0.401005,5,0.401005
50,0.00237404,0.944671,5,0.944671
330,0.235278,41.203,4,41.203
0,0.0025,16,3,16
50,0.232256,23.9246,4,23.9246
290,1.04218,0.0153658,4,0.0153658
270,0.00265609,0.0187765,4,0.0187765
355,0.025,10,3,10
15,2.55955,0.0933893,1,0.0933893
0.25,0.4,10,4,10
0,1,10,5,10
70,0.00394299,15.7202,4,15.7202
70,0.0254794,9.70338,5,9.70338
270,0.652852,0.0713543,5,0.0713543
0,0.063,25,4,25
15,1.63789,1.55389,5,1.55389
290,1.60173,0.253775,5,0.253775
50,0.39552,25.0815,5,25.0815
70,3.83963,0.938419,1,0.938419
85,2.87618,6.69021,5,6.69021
80,0.388905,10.1116,5,10.1116
80,0.00226709,2.6191,5,2.6191
1,0.4,10,5,10
270,2.51578,0.412701,5,0.412701
5,0.0025,0.1,5,0.1
90,0.886903,25.3593,5,25.3593
280,1.64346,1.55471,5,1.55471
70,2.54758,25.7358,5,25.7358
310,0.0240223,9.30572,5,9.30572
15,1.32571,0.0245154,5,0.0245154
20,0.0388141,0.0244618,5,0.0244618
85,0.0245048,6.02902,5,6.02902
80,4.03152,2.64797,1,2.64797
0,0.0063,6.3,3,6.3
0.25,1,0.1,5,0.1
1,2.5,1,5,1
20,2.55224,0.155406,5,0.155406
70,0.0928873,2.45246,5,2.45246
0.5,0.025,25,4,25
50,0.00963307,6.26874,5,6.26874
20,0.00245755,0.0947064,5,0.0947064
310,2.20209,0.0378552,5,0.0378552
330,1.59052,6.30585,3,6.30585
90,1.42138,6.33294,5,6.33294
2,1,0.1,5,0.1
90,0.0928482,2.51959,5,2.51959
15,0.0132571,10.3873,5,10.3873
2,0.0025,0.4,5,0.4
90,0.0091116,0.986356,5,0.986356
50,0.0376006,13.8082,4,13.8082
330,2.48883,41.0297,5,41.0297
50,0.059369,14.0411,4,14.0411
330,2.60991,0.091591,1,0.091591
20,0.0024829,0.0243692,5,0.0243692
50,0.0104718,0.384287,5,0.384287
85,0.00248971,0.16677,5,0.16677
359,2.6,0.016,1,0.016
15,2.74647,0.355758,1,0.355758
280,0.640409,2.58364,4,2.58364
0.25,0.025,16,3,16
5,1.6,0.1,5,0.1
70,0.00247141,15.5258,4,15.5258
50,0.0105486,0.0239112,5,0.0239112
280,0.614574,6.28992,4,6.28992
0,0.063,0.1,2,0.1
10,0.04,25,4,25
5,4,6.3,5,6.3
355,0.006,25,4,25
280,0.63196,0.381328,4,0.381328
20,0.00236505,14.535,4,14.535
15,0.00910298,15.8972,4,15.8972
350,1.6,0.4,3,0.4
310,0.00598086,0.0228757,5,0.0228757
310,1.71773,26.4165,5,26.4165
20,3.76482,0.0955487,1,0.0955487
5,0.01,1.6,5,1.6
280,1.11093,0.240021,5,0.240021
70,2.71047,0.561019,1,0.561019
270,2.40144,0.0441521,1,0.0441521
70,0.00966561,0.951935,5,0.951935
50,2.60039,0.0588622,5,0.0588622
5,0.4,10,5,10
280,0.409145,0.098093,3,0.098093
270,1.68108,0.0713543,1,0.0713543
355,0.4,0.016,3,0.016
20,2.49935,6.28903,5,6.28903
310,1.65551,0.153993,5,0.153993
30,0.0448659,0.0534748,5,0.0534748
270,1.05577,3.9751,5,3.9751
85,0.00603215,0.154895,5,0.154895
80,0.905798,1.61461,5,1.61461
290,3.0937,0.58286,1,0.58286
70,0.00973104,4.03804,5,4.03804
280,0.396494,1.0106,3,1.0106
0,0.63,2.5,5,2.5
270,1.03953,0.42527,5,0.42527
330,0.0374214,25.8836,4,25.8836
80,0.905798,10.1287,5,10.1287
1,1.6,0.025,5,0.025
50,0.0151417,9.58176,5,9.58176
50,0.100818,2.40798,5,2.40798
310,1.61791,0.0582942,5,0.0582942
15,0.686649,0.596455,5,0.596455
0.25,2.5,0.1,5,0.1
0,0.25,0.63,5,0.63
280,0.989515,9.7598,4,9.7598
10,0.25,0.63,5,0.63
350,2.5,0.1,1,0.1
290,0.00167259,0.987154,3,0.987154
5,0.01,10,3,10
80,0.0582942,15.3259,4,15.3259
10,0.01,4,5,4
359,0.63,2.5,5,2.5
0.25,0.16,10,4,10
70,0.00624061,2.41315,5,2.41315
10,0.016,25,4,25
15,1.59986,0.596455,5,0.596455
355,4,2.5,1,2.5
270,0.391374,0.102276,4,0.102276
290,0.0158472,24.6153,4,24.6153
50,0.0096901,3.80953,5,3.80953
10,0.4,25,5,25
90,0.00370863,3.71398,5,3.71398
30,0.0751371,0.0224174,5,0.0224174
359,0.01,16,3,16
270,0.391374,0.244131,4,0.244131
350,1,1.6,3,1.6
20,0.095589,9.80655,5,9.80655
290,0.001674,0.0915396,3,0.0915396
359,0.004,10,3,10
10,1,6.3,5,6.3
310,0.421223,14.8551,5,14.8551
10,0.4,16,5,16
330,0.101074,25.8364,4,25.8364
355,0.4,6.3,3,6.3
1,0.0063,16,3,16
270,4.19658,0.39454,1,0.39454
0,0.04,1.6,3,1.6
10,0.0025,10,5,10
5,0.025,25,4,25
85,0.0252193,15.28,4,15.28
85,0.0388605,6.23217,5,6.23217
85,0.16968,24.4635,4,24.4635
2,0.016,16,3,16
50,0.0234354,6.10271,5,6.10271
85,0.00239406,2.53818,5,2.53818
270,2.32811,2.49686,5,2.49686
15,0.0202359,9.92429,5,9.92429
359,0.63,1.6,3,1.6
2,0.1,6.3,5,6.3
355,0.004,0.1,2,0.1
330,0.156612,0.0150421,3,0.0150421
30,0.00499163,9.1052,4,9.1052
355,1.6,4,5,4
5,2.5,0.4,5,0.4
30,0.00217136,0.0815756,5,0.0815756
5,0.0025,0.4,5,0.4
330,0.00249724,24.8953,3,24.8953
359,1,1.6,5,1.6
10,1,16,5,16
1,0.025,16,3,16
330,2.60918,0.0369563,1,0.0369563
1,1.6,0.63,5,0.63
90,0.619604,3.90384,5,3.90384
50,0.41663,0.06107,5,0.06107
2,1.6,0.1,5,0.1
50,0.0381757,3.88796,5,3.88796
2,0.063,25,4,25
15,2.50011,3.98713,5,3.98713
5,1,0.4,5,0.4
10,4,0.16,1,0.16
270,0.145083,17.0322,4,17.0322
90,2.6372,0.243692,1,0.243692
5,4,2.5,5,2.5
310,0.0613538,0.0237137,5,0.0237137
330,2.42598,3.82993,3,3.82993
30,0.631028,0.131843,5,0.131843
90,0.00908347,1.59999,5,1.59999
15,1.02377,0.025272,5,0.025272
80,0.930572,0.635567,5,0.635567
15,0.00910298,0.0248908,5,0.0248908
5,0.1,4,5,4
270,2.5551,0.160403,1,0.160403
290,1.69055,25.9273,4,25.9273
280,0.00599981,25.2512,4,25.2512
85,0.270638,3.86579,5,3.86579
80,0.237137,15.2871,4,15.2871
85,3.25437,1.58768,1,1.58768
10,0.016,16,4,16
15,0.175751,0.158972,5,0.158972
70,0.156546,6.17995,5,6.17995
80,3.88905,0.672414,1,0.672414
85,0.0410989,15.8041,4,15.8041
30,0.11082,0.12656,5,0.12656
85,0.112428,25.1492,4,25.1492
50,0.00237538,0.0937925,5,0.0937925
2,0.0025,4,5,4
310,0.00392088,2.37137,5,2.37137
0.25,0.63,0.025,5,0.025
85,0.0616174,6.15422,5,6.15422
50,1.03053,6.18995,5,6.18995
0.5,0.63,25,5,25
1,0.016,16,3,16
5,4,0.63,5,0.63
20,0.00231669,9.19522,5,9.19522
2,0.025,6.3,5,6.3
1,0.01,1.6,5,1.6
85,0.00974678,9.47039,5,9.47039
30,0.0741302,9.38452,4,9.38452
50,1.00253,0.151524,5,0.151524
70,0.00240392,6.52194,5,6.52194
0.25,0.016,25,4,25
270,1.07227,0.158015,5,0.158015
0,1,1,5,1
330,1.62623,0.0617778,3,0.0617778
0,0.0025,0.1,2,0.1
50,0.0596198,9.77627,5,9.77627
2,3,0.025,1,0.025
270,2.51578,0.018497,1,0.018497
359,1,0.016,5,0.016
50,0.00973104,23.3041,4,23.3041
270,0.242013,0.018497,4,0.018497
15,0.0093194,3.92699,5,3.92699
350,2.5,4,5,4
355,4,0.16,1,0.16
20,0.00920039,0.242632,5,0.242632
2,0.04,6.3,5,6.3
310,0.0240832,3.78552,5,3.78552
85,1.76713,6.56984,5,6.56984
290,2.54758,0.387705,1,0.387705
270,0.367838,18.0854,4,18.0854
10,0.01,0.4,5,0.4
0,1,25,5,25
2,0.0025,25,3,25
310,0.00400751,9.30572,5,9.30572
20,0.00247349,0.962495,5,0.962495
30,0.171279,0.0233631,5,0.0233631
0.5,4,16,5,16
10,1,10,5,10
1,4,2.5,5,2.5
330,4.08513,0.236937,1,0.236937
359,0.63,0.04,3,0.04
0.25,0.01,2.5,3,2.5
5,4,0.4,1,0.4
330,0.108737,10.2764,3,10.2764
270,2.32811,16.2827,5,16.2827
0.25,1,25,5,25
0.25,0.1,16,4,16
310,1.65354,0.237137,5,0.237137
20,0.037532,0.0981482,5,0.0981482
70,2.0206,0.596974,1,0.596974
20,2.55906,0.0967513,5,0.0967513
85,0.280729,9.66884,5,9.66884
